"","Age","Gender","Weight..kg.","Height..m.","Max_BPM","Avg_BPM","Resting_BPM","Session_Duration..hours.","Calories_Burned","Workout_Type","Fat_Percentage","Water_Intake..liters.","Workout_Frequency..days.week.","Experience_Level","BMI","Daily.meals.frequency","Physical.exercise","Carbs","Proteins","Fats","Calories","meal_name","meal_type","diet_type","sugar_g","sodium_mg","cholesterol_mg","serving_size_g","cooking_method","prep_time_min","cook_time_min","rating","Name.of.Exercise","Sets","Reps","Benefit","Burns.Calories..per.30.min.","Target.Muscle.Group","Equipment.Needed","Difficulty.Level","Body.Part","Type.of.Muscle","Workout","BMI_calc","cal_from_macros","pct_carbs","protein_per_kg","pct_HRR","pct_maxHR","cal_balance","lean_mass_kg","expected_burn","Burns.Calories..per.30.min._bc","Burns_Calories_Bin"
"7204",51.55,"Male","61.06","1.69",159.35,152.16,62.98,1.8,2572.02,"HIIT",21.3025003295566,2.69,4.02,2,21.38,3.01,4.01,365.1,145.21,97.42,1727,"Other","Lunch","Low-Carb",5.4,991.12,132.81,226.5,"Roasted",30.86,69.45,3.8,"Mountain Climbers",5,15.11,"Targets abdominal muscles",335.72,"Triceps","Kettlebell","Beginner","Forearms","Grip Strength","Dumbbell flyes",21.3788032631911,2918.02,0.500476350401985,2.37815263675074,0.925391719414756,0.954879196736743,-845.02,48.0526932987728,1208.592,61547643412400553984,"Low"
"7205",46.73,"Male","59.14","1.79",194.75,131.15,70.9,1.42,1532.32,"Strength",22.5630220185385,2.39,3.98,1,18.46,3,-0.02,212.13,84.06,56.47,1565,"Other","Snack","Balanced",41.35,2256.7,240.89,263.8,"Boiled",24.02,61.51,4.11,"Bicep Curls",4.01,18.04,"Strengthens core and improves mobility",350.12,"Triceps, Chest","Step or Box","Beginner","Legs","Lower Chest","Incline cable crossovers",18.4576011984645,1692.99,0.501196108659827,1.42137301318904,0.486475575292693,0.673427471116816,32.6800000000001,45.7962287782363,994.3408,86734271150817050624,"High"
"7206",46.09,"Female","63.4","1.61",187.09,151.77,67.93,0.99,1067.42,"Strength",25.2151989740745,2.2,4.01,1,24.46,4,0.01,255.82,102.13,67.98,1729,"Other","Breakfast","Vegetarian",32.54,1736.08,31.94,279.6,"Raw",20.25,91.16,2.89,"Dips",4.01,21.9,"Builds shoulder width",364.4,"Shoulders, Triceps","Resistance Band or Cable Machine","Advanced","Abs","Posterior","Leg curls",24.4589329115389,2043.62,0.500719311809436,1.6108832807571,0.703591809331991,0.811213854294724,661.58,47.4135638504367,721.512,1.20230078111534e+20,"Very High"
"7207",40.7,"Female","65.71","1.57",166.08,122.54,53.26,1.05,1008.84,"Cardio",27.8344349181861,2.39,4,2,26.66,3.01,0.02,291.12,116.04,77.66,1799,"Other","Lunch","Vegetarian",37.88,951.85,51.79,122.82,"Grilled",19.81,27.36,4.08,"Burpees",3.99,24.11,"Builds lower body power and endurance",333.52,"Glutes, Hamstrings","None or Dumbbells","Advanced","Shoulders","Lower","Barbell hip thrusts",26.6582822832569,2327.58,0.500296445234965,1.7659412570385,0.614075518525084,0.73783718689788,790.16,47.4199928152599,700.392,5.8329888392595e+19,"Low"
"7208",34.78,"Female","59.48","1.66",196.95,161.24,58.96,1.3,858.78,"Yoga",24.8693321989727,3.2,3,1,21.59,3,0.01,232.69,93.6,62.32,1630,"Other","Breakfast","Paleo",10.48,1191.51,50.98,391.33,"Grilled",32.91,99.45,2.74,"Tricep Extensions",3.99,16.98,"Improves shoulder health and posture",333.38,"Full Body, Core, Shoulders","Dumbbells","Beginner","Shoulders","Posterior","Skull crushers",21.5851357236174,1866.04,0.498788879123706,1.57363819771352,0.741213131386332,0.818684945417619,771.22,44.687721208051,866.788,5.813021660347e+19,"Low"
"7209",35.88,"Female","99.76","1.99",189.03,146.73,73.1,1.33,877,"Yoga",27.1165119237747,2.51,3,1,25.19,3.01,0.01,193.42,78.6,52.37,2707,"Other","Snack","Paleo",3.8,652.97,68.37,459.98,"Grilled",58.13,63.3,2.22,"Resistance Band Pull-Aparts",4,20.77,"Improves posture and strengthens upper back",344.71,"Quadriceps, Hamstrings, Glutes","Box or Platform","Advanced","Abs","Middle","Chest flyes",25.1912830484079,1559.41,0.496136359264081,0.787890938251804,0.635124644181834,0.776225995873671,1830,72.7085677048424,916.9286,76374625290524426240,"Medium"
"7210",37.73,"Male","40.2","1.79",194.77,160.46,55.2,0.63,415.42,"Yoga",16.0348167731004,2.69,1.96,1,12.55,2.01,1.01,271.94,108.89,73,1037,"Other","Lunch","Vegetarian",22.57,1115.07,49.11,222.24,"Raw",13.64,117.26,2.79,"Lunges",4.01,20.88,"Improves shoulder health and posture",352.46,"Chest, Triceps, Shoulders","Dumbbells","Advanced","Chest","Posterior","Plate pinch",12.5464248931057,2180.32,0.498899244147648,2.70870646766169,0.754173532994197,0.823843507727063,621.58,33.7540036572136,444.0996,9.1584361746735e+19,"High"
"7211",51.53,"Male","69.14","1.63",178.86,147.82,67.4,1.18,1038.4,"Cardio",28.7975711804711,2.39,2.98,1,26.02,2.01,-0.03,229.71,92.13,61.3,1860,"Other","Snack","Low-Carb",32.25,2408.87,15.38,296.82,"Grilled",23.5,53.18,1.61,"Plank",3.98,15.05,"Advanced core exercise",340.85,"Legs, Core","Cable Machine or Resistance Band","Advanced","Shoulders","Wrist Flexors","Leg curls",26.0228085362641,1839.06,0.499624808325993,1.3325137402372,0.721514444643818,0.826456446382646,821.6,49.2293592858223,804.406,69663215550530232320,"Medium"
"7212",27.91,"Male","76.18","1.62",160.82,162.63,69.99,1.16,1114.53,"Cardio",31.600149748591,2.31,3,2,29.03,1.98,-0.04,178.19,71.52,47.85,2010,"Other","Dinner","Low-Carb",7.53,2458.8,71.61,143.92,"Boiled",8.06,5.32,2.6,"Face Pulls",4.99,19.07,"Builds lower body power",369.97,"Quadriceps, Hamstrings, Glutes","Bench or Chair","Beginner","Arms","Middle","Decline dumbbell press",29.0275872580399,1429.49,0.498611392874382,0.938829088999737,1.019927336783,1.01125481905236,895.47,52.1070059215234,858.3304,1.36092598650503e+20,"Very High"
"7213",20.87,"Female","49.92","1.52",171.06,154.17,67.3,1.07,1060.26,"Strength",21.0294389900447,2.6,2.95,1,21.61,4.01,0,213.75,85.26,56.96,1459,"Other","Breakfast","Vegetarian",20.25,557.65,162.72,296.73,"Steamed",41.22,41.48,3.52,"Plank",5.01,24,"Builds lower body power",335.83,"Core, Shoulders, Legs","Wall","Advanced","Back","Wrist Flexors","Plate pinch",21.606648199446,1708.68,0.500386263080273,1.70793269230769,0.837220508866615,0.901262714836899,398.74,39.4221040561697,718.6762,61712542601423699978,"Low"
"7214",34.18,"Female","46.89","1.61",196.27,160.8,69.13,1.04,748.18,"Yoga",25.284783827278,1.69,3,1,18.09,2.02,0,233.4,92.86,62.1,1244,"Other","Lunch","Vegetarian",9.87,1397.55,249.75,267.81,"Baked",56.56,5.36,2.07,"Plyo Squats",4.99,21.94,"Strengthens lower body",342.72,"Core, Obliques","Cable Machine","Beginner","Forearms","Grip Strength","Wrist extension",18.0895798773195,1863.94,0.500874491668187,1.98037961185754,0.721016202611295,0.819279563866103,495.82,35.0339648633893,712.8576,72846955481198632960,"Medium"
"7215",27.65,"Male","78.76","1.63",185.14,154.38,58.8,1.1,1452,"HIIT",29.1267336286852,1.78,2.99,2,29.64,3.01,0,182.63,73.92,49.8,2037,"Other","Snack","Balanced",16.08,387.64,126.21,153.36,"Boiled",32.36,8.25,2.99,"Frog Jumps",3.98,24.06,"Improves lower back strength",336.98,"Triceps","Low Bar or TRX","Advanced","Forearms","Wrist Flexors","Dumbbell flyes",29.6435695735632,1474.4,0.495469343461747,0.93854748603352,0.75652999841697,0.833855460732419,585,55.8197845940475,741.356,63459853627491180544,"Low"
"7216",32.71,"Male","59.61","1.67",174.88,124.28,54.67,0.9,594.54,"Yoga",28.0164929796297,1.9,2.96,1,21.37,2.01,-0.01,246.76,97.61,65.86,1608,"Other","Lunch","Vegetarian",43.38,2120.53,213.68,397.09,"Roasted",54.93,6.53,4.72,"Push Ups",4.98,22.01,"Improves shoulder health and posture",361.3,"Triceps, Chest","Low Bar or TRX","Advanced","Chest","Wrist Flexors","Incline dumbbell flyes",21.3740184302055,1970.22,0.500979586036077,1.63747693340044,0.579069960901755,0.710658737419945,1013.46,42.9093685348427,650.34,1.12124931847306e+20,"Very High"
"7217",42.99,"Female","42.71","1.65",161.62,148.1,58.9,1.33,1436.4,"Strength",20.8443421838373,2.33,2.97,2,15.69,2.99,0.03,256.42,102.69,67.75,1182,"Other","Snack","Vegetarian",43.79,2161.39,16.36,143.68,"Raw",10.1,20.2,3.18,"Dead Bugs",4.02,17.97,"Strengthens lower body",340.12,"Glutes, Hamstrings","Bench, Barbell","Beginner","Shoulders","Wrist Extensors","Plate pinch",15.6877869605142,2046.19,0.501263323542779,2.40435495200187,0.868380062305296,0.916346986759064,-254.4,33.8073814532831,904.7192,68453924086500466698,"Medium"
"7218",46.71,"Female","88.78","1.84",168,159.35,65.01,1.43,1886.03,"HIIT",26.2234563324422,3.6,3,1,26.22,3.01,-0.01,308.22,123.8,82.58,2406,"Other","Snack","Vegetarian",40.7,808.15,29.79,408.6,"Baked",49.61,90.49,3.21,"Pull-ups",5,21.05,"Builds calf muscles",373.05,"Triceps","Bench or Sturdy Surface","Advanced","Shoulders","Wrist Extensors","Cable crossovers",26.2228260869565,2471.3,0.498879132440416,1.39445821130885,0.91601126322944,0.948511904761905,519.97,65.4988154680578,1066.923,1.45629636656243e+20,"Very High"
"7219",18,"Female","66.58","1.75",169.95,121.96,60.73,0.95,939.64,"Strength",24.058342403855,1.73,2.02,1,21.74,2.02,0.01,203.79,81.14,54.29,1901,"Other","Lunch","Vegan",0.54,1693.3,49.44,291.93,"Steamed",28.34,11.62,3.3,"Tricep Extensions",3.99,15.04,"Improves balance and leg strength",365.94,"Lower Abs","Wall","Advanced","Shoulders","Upper","Military press",21.7404081632653,1628.33,0.500611055498578,1.21868428957645,0.560611609595312,0.717622830244189,961.36,50.5619556275134,695.286,1.24444397337641e+20,"Very High"
"7220",49.84,"Male","51.54","1.71",198.91,155.41,63.99,1.48,1462.54,"Strength",21.5078570509732,2.91,2.05,1,17.63,2.98,0.01,275.31,110.05,72.88,1396,"Other","Lunch","Vegan",21.73,2063.51,57.6,257.94,"Raw",44.71,42.18,3.82,"Bicep Curls",3.99,23.01,"Builds back strength",342.93,"Chest, Triceps, Shoulders","Cable Machine","Intermediate","Chest","Upper","Towel pull-up",17.625936185493,2197.36,0.501165034404922,2.13523476911137,0.677586718055144,0.781308129304711,-66.54,40.4548504759284,1015.0728,73212342636127207424,"Medium"
"7221",19.72,"Male","74.27","1.58",171.57,166.04,62.23,1.03,1111.47,"Strength",27.8704503120928,2.39,3.01,1,29.75,4,0,255.41,101.71,68.22,1978,"Other","Breakfast","Vegetarian",23.11,1518.28,139.43,453.4,"Boiled",37.97,48.57,3.42,"Seated Rows",5,16.99,"Targets upper chest",357.22,"Quadriceps, Hamstrings, Glutes","Bench, Barbell","Advanced","Legs","Grip Strength","Bicycle crunches",29.7508412113443,2042.46,0.500200738325353,1.36946277097078,0.949423815620999,0.967768257853937,866.53,53.5706165532087,735.8732,1.02190697856081e+20,"High"
"7222",18.62,"Female","58.67","1.77",181.11,135.68,53.07,1.4,1692.46,"HIIT",23.5488424587382,2.7,2.01,1,18.73,3.02,1,211.91,84.73,56.36,1631,"Other","Dinner","Balanced",11.13,647.45,7.77,233.75,"Boiled",33.26,74.48,1.61,"Dragon Flags",4.03,18.11,"Builds explosive upper body power",344.94,"Core, Shoulders, Legs","Low Bar or TRX","Beginner","Legs","Wrist Extensors","Incline dumbbell press",18.7270579973826,1693.8,0.500436887471957,1.44417930799386,0.645189003436426,0.749157970294296,-61.46,44.8538941294583,965.832,76791856941268058112,"Medium"
"7223",39.93,"Male","69.43","1.99",179.78,149.23,50.85,1.16,1113.6,"Cardio",20.7031339691388,2.4,3.97,2,17.53,4.01,0.03,276.71,109.81,73.91,2022,"Other","Lunch","Vegetarian",18.34,1965.75,127.01,379.71,"Grilled",42.19,41.87,4.22,"Plyo Squats",4.02,19,"Strengthens back and improves posture",362.03,"Full Body","Bench, Barbell","Beginner","Shoulders","Lats","Fat grip dumbbell curl",17.5323855458196,2211.27,0.500544935715675,1.58159297133804,0.763049716900644,0.830070085660251,908.4,55.0558140852269,839.9096,1.13989069997782e+20,"Very High"
"7224",26.88,"Male","105.2","1.68",161.62,134.58,62.03,1.29,1238.4,"Cardio",35,3.5,3.02,2,37.27,3.99,2.01,303.22,122.1,81.24,2799,"Other","Breakfast","Paleo",47.05,872.39,258.98,300.33,"Fried",17.48,22.5,2.24,"Deadlifts",4.01,15.02,"Improves coordination and cardiovascular health",351.39,"Chest, Triceps, Shoulders","Pull-up Bar","Advanced","Back","Middle","Leg raises",37.2732426303855,2432.44,0.498626893160777,1.1606463878327,0.728486795863039,0.832693973518129,1560.6,68.38,906.5862,89337821003721129984,"High"
"7225",56.12,"Female","88.69","1.85",161.36,143.94,59.2,1.57,1838.31,"Strength",23.2309364806703,3.49,4,3,25.91,1.99,0.03,223.24,87.71,59.15,2370,"Other","Lunch","Keto",42.13,143.6,52.12,399.71,"Grilled",22.16,12.6,1.11,"Turkish Get-ups",5.01,19.98,"Activates and strengthens glutes",357.79,"Full Core","Bench or Chair","Advanced","Legs","Anterior","Hammer curls",25.9138056975895,1776.15,0.502750330771613,0.988950276243094,0.829483163664839,0.892042637580565,531.69,68.0864824352935,1123.4606,1.03530360529268e+20,"High"
"7226",31.34,"Female","42.3","1.76",181.96,121.09,65.15,1.46,1444.09,"Strength",20.3893133195058,2.2,3.02,1,13.66,3,-0.02,201.8,80.05,53.97,1246,"Other","Snack","Vegan",0.05,1358.36,26.38,379.36,"Steamed",42.99,72.61,4.19,"Pull-ups",4.01,21.96,"Builds explosive upper body power",360.16,"Back, Hamstrings, Glutes","Kettlebell","Intermediate","Legs","Lats","Leg extensions",13.6557334710744,1613.13,0.500393644653562,1.89243498817967,0.478897354678538,0.665475928775555,-198.09,33.675320465849,1051.6672,1.09267327416077e+20,"High"
"7227",36.03,"Male","112.55","1.63",164.06,135.22,58.06,1.03,741.6,"Yoga",35,3.41,4.01,2,42.36,3,-0.01,198.71,79.26,53.04,3046,"Other","Dinner","Vegan",2.33,658.48,244.96,482.77,"Roasted",41.83,102.2,1.82,"Dips",3.99,19.98,"Improves cardiovascular fitness",350.23,"Calves","None or Dumbbells","Intermediate","Legs","Middle","Chest flyes",42.3613986224547,1589.24,0.500138430948126,0.704220346512661,0.727924528301887,0.824210654638547,2304.4,73.1575,721.4738,86957109659291926538,"High"
"7228",51.09,"Female","54.69","1.54",167,134.99,68.91,1.11,1200.8,"Strength",24.2863469469094,1.99,4.01,2,23.06,2.98,0,235.47,95.13,62.5,1380,"Other","Dinner","Paleo",47.47,2051.24,217.18,253.55,"Boiled",36.57,50.9,3.88,"Windshield Wipers",5,18.93,"Builds lower body power",329.54,"Shoulders","None or Dumbbell","Intermediate","Arms","Anterior","Crunches",23.0603811772643,1884.9,0.499697596689479,1.73944048272079,0.673667040473035,0.808323353293413,179.2,41.4077968547352,731.5788,52882288900047306752,"Low"
"7229",45,"Female","118.14","1.95",178.02,167.58,58.95,1.05,1383.69,"HIIT",33.3564876279017,2.4,3,1,31.07,3,-0.01,241.09,96.98,64.26,3040,"Other","Breakfast","Balanced",32.45,2029,104.27,219.43,"Raw",42.75,75.54,3.07,"Deadlifts",4.01,23.94,"Targets upper chest",374.33,"Lower Chest, Triceps","Cable Machine","Advanced","Forearms","Lateral","Romanian deadlifts",31.069033530572,1930.62,0.499507930094995,0.820890468935162,0.912320483749055,0.941354903943377,1656.31,78.7326455163969,786.093,1.49762509168241e+20,"Very High"
"7230",34.97,"Female","44.16","1.62",196.03,157.32,64.95,0.57,502.06,"Cardio",18.4527308651585,2,2.01,1,16.83,2,0.02,170.5,68.42,46.26,1270,"Other","Snack","Vegetarian",42.58,1389.51,86.92,466.76,"Roasted",47.51,18.03,4.32,"Face Pulls",3.98,19.98,"Combines lower body and upper body strength",336.7,"Full Body, Core, Shoulders","Cable Machine or Resistance Band","Intermediate","Chest","Posterior","Incline cable crossovers",16.8267032464563,1372.02,0.497077302080145,1.54936594202899,0.704684162343607,0.802530224965566,767.94,36.011274049946,383.838,63030469745240244224,"Low"
"7231",22.24,"Male","57.81","1.72",173.32,127.79,62.94,1,1321.1,"HIIT",21.9044056018944,1.61,2.97,2,19.54,4,-0.02,167.16,66.01,44.19,1726,"Other","Lunch","Vegan",7.83,1109.64,94.9,123.28,"Raw",56.42,78.09,1.22,"Dips",4.02,23.17,"Improves core stability",333.44,"Upper Back, Rear Deltoids","None or Dumbbell","Beginner","Chest","Lateral","Barbell squats",19.5409680908599,1330.39,0.50258946624674,1.14184397163121,0.587515854321435,0.737306715901223,404.9,45.1470631215449,666.88,58215716628310155264,"Low"
"7232",18.61,"Female","63.3","1.63",197.08,132.02,56.8,1.87,2186.22,"Strength",23.1987756423709,2.69,5.01,2,23.82,2,-0.03,300.16,120.75,80.36,1782,"Other","Lunch","Keto",16.08,1537.47,297.2,367.34,"Grilled",56.65,51.91,3.8,"Lateral Raises",4.01,16.98,"Improves coordination and cardiovascular health",345.5,"Chest, Triceps, Shoulders","Cable Machine","Intermediate","Arms","Middle","Bent-over lateral raises",23.8247581768226,2406.88,0.498836668217776,1.90758293838863,0.536213287710294,0.669880251674447,-404.22,48.6151750183792,1292.17,7.7816103665135e+19,"Medium"
"7233",26.24,"Male","70.63","1.66",183.93,125.23,67.59,0.8,792.72,"Strength",29.6987256958329,1.69,2.99,1,25.63,4.01,0.04,289.15,115.99,76.95,1964,"Other","Dinner","Keto",31.04,229.53,268.39,468.57,"Baked",38.91,92.22,4.82,"Bulgarian Split Squats",5.01,21.96,"Targets lower chest",337.08,"Core, Shoulders, Legs","None or Dumbbells","Advanced","Abs","Lower","Bird dog",25.6314414283641,2313.11,0.500019454327723,1.64222001982161,0.495444387141138,0.680856847713804,1171.28,49.6537900410332,539.328,63613826165120114698,"Low"
"7234",56.47,"Male","109.63","1.66",188.1,165.83,66.05,1.28,1227.78,"Cardio",35,3.11,3,1,39.78,2.99,0,264.55,105.5,70.53,2752,"Other","Breakfast","Low-Carb",24.92,1881.74,215.1,236.69,"Fried",19.31,51.12,3.6,"Bench Press",3.99,24.03,"Improves core rotation strength",369.72,"Upper Chest, Triceps","Cable Machine","Intermediate","Shoulders","Anterior","Incline dumbbell flyes",39.7844389606619,2114.97,0.500338066260987,0.962327829973547,0.817533797623925,0.88160552897395,1524.22,71.2595,946.4832,1.35343124578104e+20,"Very High"
"7235",54.09,"Female","87.01","1.76",188.87,157.66,67.86,1.47,1412.38,"Cardio",33.1152465410012,3.4,2.99,2,28.09,3.01,-0.04,298.35,118.5,78.94,2202,"Other","Lunch","Keto",15.77,2399.51,229.04,359.84,"Roasted",25.62,67.14,2.74,"Prone Cobras",5,16.92,"Builds unilateral leg strength",337.39,"Quadriceps, Calves, Glutes","Bench or Sturdy Surface","Advanced","Abs","Lateral","Hammer curls",28.0894886363636,2377.86,0.50187984153819,1.36191242385933,0.742087430790844,0.834754063641658,789.62,58.1964239846749,991.9266,64093227390113579018,"Low"
"7236",45.65,"Female","88.97","1.63",166.04,146.08,65.96,0.74,896.21,"HIIT",35,3.5,2,1,33.49,1.98,-0.03,237.93,95.03,63.38,2359,"Other","Breakfast","Paleo",13.09,358.3,181.75,435.53,"Raw",9.44,78.6,4.06,"Deadlift",4.98,21,"Strengthens shoulders",365.66,"Shoulders","Cable Machine or Resistance Band","Intermediate","Legs","Lateral","Towel pull-up",33.4863939177237,1902.26,0.500310157391734,1.06811284702709,0.800559552358114,0.87978800289087,1462.79,57.8305,541.1768,1.23668650471564e+20,"Very High"
"7237",54.19,"Male","75.25","1.71",193.74,153.52,60.19,0.97,640.78,"Yoga",29.6046695362265,1.9,3.02,1,25.73,3.98,0.01,174.96,69.64,46.07,1994,"Other","Lunch","Vegan",17.07,1678.84,213.9,234.14,"Raw",35.1,11.54,1,"Resistance Band Pull-Aparts",4.98,17.18,"Improves posture and back strength",361.73,"Lower Abs","Step or Box","Beginner","Abs","Middle","Bicep Curls",25.7344140077289,1393.03,0.502386883268846,0.925448504983389,0.698839385997754,0.792402188500052,1353.22,52.9724861739895,701.7562,1.13219718455872e+20,"Very High"
"7238",57.69,"Female","74.5","1.75",192.84,136.83,57.78,1.09,720.05,"Yoga",23.8766172975869,2.88,2,1,24.33,4.01,0,197.3,78.92,52.29,1932,"Other","Snack","Vegetarian",42.44,1876.29,62.87,464.83,"Steamed",10.63,76.58,3,"Leg Press",3.98,18.1,"Builds explosive upper body power",334.09,"Quadriceps","Resistance Band or Cable Machine","Intermediate","Back","Lower","Triceps pushdowns",24.3265306122449,1575.49,0.50092352220579,1.0593288590604,0.585295424255886,0.709551960174238,1211.95,56.7119201132978,728.3162,59149068094402207744,"Low"
"7239",46.91,"Male","80.13","1.77",170.95,149.21,68.06,0.72,475.63,"Yoga",26.3327928385901,3.5,3.02,1,25.58,4.01,0,257.25,102.49,68.53,2149,"Other","Breakfast","Vegan",20.57,894.51,6.23,134.13,"Grilled",53.1,36.26,4.38,"Reverse Lunges",5,15.04,"Strengthens lower abs",348.84,"Core, Shoulders, Hips","Resistance Band","Advanced","Abs","Quads","Triceps dips",25.5769414919085,2055.73,0.500552115306971,1.27904654935729,0.7887063854602,0.872828312372039,1673.37,59.0295330984377,502.3296,84177859282975244298,"High"
"7240",46.09,"Male","88.97","1.63",166.47,146.56,65.98,0.74,733.93,"Strength",34.0405647798752,3.52,2.02,1,33.49,1.98,-0.01,238.82,94.9,63.5,2267,"Other","Dinner","Low-Carb",13.26,393.08,183.66,439.19,"Roasted",9.64,80.09,4.08,"Incline Push-ups",5.01,20.98,"Full body workout",366.15,"Obliques, Core","Bench or Chair","Advanced","Forearms","Wrist Extensors","Pull-ups",33.4863939177237,1906.38,0.501096318677284,1.06665168034169,0.801870832918698,0.880398870667388,1533.07,58.684109515345,541.902,1.25029007782021e+20,"Very High"
"7241",22.99,"Male","120.43","1.85",195.94,167.13,52.97,0.73,641.23,"Cardio",31.9135657146716,3.6,2.03,1,35.19,2,1.01,279.54,112.06,74.98,3023,"Other","Dinner","Low-Carb",17.79,2424.77,166.54,127.11,"Roasted",49.01,20.21,3.61,"Bench Press",3.99,18.98,"Builds lower body power and endurance",377.02,"Back, Hamstrings, Glutes","Bench or Step","Beginner","Legs","Anterior","Bent-over rows",35.1877282688094,2241.22,0.498906845378856,0.930499045088433,0.798489193537106,0.852965193426559,2381.77,81.996492809821,550.4492,1.58785047228227e+20,"Very High"
"7242",31.88,"Female","85.26","1.64",178.23,123.28,69.14,1.76,1370.69,"Yoga",31.3045255166279,3.49,4,2,31.7,3,0.01,196.52,78.82,52.61,2425,"Other","Breakfast","Balanced",16.08,1511.57,227.45,273,"Steamed",24.56,35.68,1.29,"Bear Crawls",4.01,17.98,"Improves core rotation strength",369.49,"Lower Abs, Hip Flexors","Low Bar or TRX","Beginner","Back","Quads","Hammer curls",31.6998810232005,1574.85,0.499145950407975,0.924466338259442,0.496287469062242,0.69169051225944,1054.31,58.5697615445231,1300.6048,1.34656811274899e+20,"Very High"
